ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,CFME00000M,CFME00010M,CFME00020M,CFME00030M,CFME00040M,CFME00050M,CFME00060M,CFME00070M,CFME00080M,CFME00090M,CFME00100M,CFME00110M,CFME00120M,CFME00130M,CFME00140M,CFME00150M,CFME00160M,CFME00170M,CFME00180M,CFME00190M,CFME00200M,CFME00210M,CFME00220M,CFME00230M,CFME00240M,CFME00250M,CFME00260M,CFME00270M,CFME00280M,CFME00290M,CFME00300M,CFME00310M,CFME00320M,CFME00330M,CFME00340M,CFME00350M,CFME00360M,CFME00370M,CFME00380M,CFME00390M,CFME00400M,CFME00410M,CFME00420M,CFME00430M,CFME00440M,CFME00450M,CFME00460M,CFME00470M,CFME00480M,CFME00490M,CFME00500M,CFME00510M,CFME00520M,CFME00530M,CFME00540M,CFME00550M,CFME00560M,CFME00570M,CFME00580M,CFME00590M,CFME00600M,CFME00610M,CFME00620M,CFME00630M,CFME00640M,CFME00650M,CFME00660M,CFME00670M,CFME00680M,CFME00690M,CFME00700M,CFME00710M,CFME00720M,CFME00730M,CFME00740M,CFME00750M,CFME00760M,CFME00770M,CFME00780M,CFME00790M,CFME00800M,CFME00810M,CFME00820M,CFME00830M,CFME00840M,CFME00850M,CFME00860M,CFME00870M,CFME00880M,CFME00890M,CFME00900M,CFME00910M,CFME00920M,CFME00930M,CFME00940M,CFME00950M,CFME00960M,CFME00970M,CFME00980M,CFME00990M,CFME01000M,CFME01010M,CFME01020M,CFME01030M,CFME01040M,CFME01050M,CFME01060M,CFME01070M,CFME01080M,CFME01090M,CFME01100M,CFME01110M,CFME01120M,CFME01130M,CFME01140M,CFME01150M,CFME01160M,CFME01170M,CFME01180M,CFME01190M,CFME01200M,CFME01210M,CFME01220M,CFME01230M,CFME01240M,CFME01250M,CFME01260M,CFME01270M,CFME01280M,CFME01290M,CFME01300M,CFME01310M,CFME01320M,CFME01330M,CFME01340M,CFME01350M,CFME01360M,CFME01370M,CFME01380M,CFME01390M,CFME01400M,CFME01410M,CFME01420M,CFME01430M,CFME01440M,CFME01450M,CFME01460M,CFME01470M,CFME01480M,CFME01490M,CFME01500M,CFME01510M,CFME01520M,CFME01530M,CFME01540M,CFME01550M,CFME01560M,CFME01570M,CFME01580M,CFME01590M,CFME01600M,CFME01610M,CFME01620M,CFME01630M,CFME01640M,CFME01650M,CFME01660M,CFME01670M,CFME01680M,CFME01690M,CFME01700M,CFME01710M,CFME01720M,CFME01730M,CFME01740M,CFME01750M,CFME01760M,CFME01770M,CFME01780M,CFME01790M,CFME01800M,CFME01810M,CFME01820M,CFME01830M,CFME01840M,CFME01850M,CFME01860M,CFME01870M,CFME01880M,CFME01890M,CFME01900M,CFME01910M,CFME01920M,CFME01930M,CFME01940M,CFME01950M,CFME01960M,CFME01970M,CFME01980M,CFME01990M,CFME02000M,CFME02010M,CFME02020M,CFME02030M,CFME02040M,CFME02050M,CFME02060M,CFME02070M,CFME02080M,CFME02090M,CFME02100M,CFME02110M,CFME02120M,CFME02130M,CFME02140M
46054,526d5aef56fb5d98b254f6d6ce9047e2,430161,光谷信息,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/30,年度报告,2019/2/27,60,http://www.neeq.com.cn/disclosure/2018/2018-03-30/1522398717_639952.pdf,,1,190453522.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957609.22,,192411132,118360673.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40124055.02,,,,9715530.98,,,,,10161589.17,,178361848.3,14049283.67,1,,,,,,,108000,,,,,,,,108000,,,,,,1507491.57,,,2192884.9,,,,,,,,,,,,,,3700376.47,-3592376.47,1,67200000,,,,,17000000,,,,,,,,,,,,,84200000,,,18000000,,,,,,,1070606.31,,,,,,,,,,842641.52,,,,19913247.83,64286752.17,,74743659.37,34056160.76,,,108799820.1,,
32643,85c43dd9471454bab2b62fa4138597f6,430163,三众能源,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524649094_192705.pdf,,1,93054828.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10261792.37,,103316620.6,64922090.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9771447.36,,,,6128365.01,,,,,20574075.67,,101395978.3,1920642.29,1,,,,,,,,,,,,,,,,,,,,,15805687.57,,,,,,,,,,,,,,,,,15805687.57,-15805687.57,1,,,,,,34000000,,,,,,,,,,,,,34000000,,,21000000,,,,,,,1287321.22,,,,,,,,,,,,,,22287321.22,11712678.78,,-2172366.5,13272609.65,,,11100243.15,,
32644,85c43dd9471454bab2b62fa4138597f6,430163,三众能源,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524649094_192705.pdf,,1,85329853.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10637838.93,,95967692.68,67382280.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570519.27,,,,4523116.5,,,,,26074119.7,,105550036.4,-9582343.74,1,,,,,,,14700,,,,,,,,14700,,,,,,8798017.98,,,,,,,,,,,,,,,20000,,8818017.98,-8803317.98,1,,,,,,17000000,,,,,,,,,,2000000,,,19000000,,,10000000,,,,,,,549601.26,,,,,,,,,,4201888.94,,,,14751490.2,4248509.8,,-14137151.92,27409761.57,,,13272609.65,,
107233,85c43dd9471454bab2b62fa4138597f6,430163,三众能源,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/25,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524649094_192705.pdf,,1,93054828.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10311469.55,,103366297.8,64922090.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9771447.36,,,,6128365.01,,,,,20545925.74,,101367828.4,1998469.4,1,,,,,,,,22372.5,,,,,,,22372.5,,,,,,15805687.57,,,,,,,,,,,,,,,,,15805687.57,-15783315.07,1,,,,,,34000000,,,,,,,,,,,,,34000000,,,21000000,,,,,,,1287321.22,,,,,,,,,,,,,,22287321.22,11712678.78,,-2072166.89,13171773.9,,,11099607.01,,
107234,85c43dd9471454bab2b62fa4138597f6,430163,三众能源,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/25,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524649094_192705.pdf,,1,85329853.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10637838.93,,95967692.68,67382280.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570519.27,,,,4523116.5,,,,,26122865.04,,105598781.8,-9631089.08,1,,,,,,,14700,,,,,,,,14700,,,,,,8798017.98,,,,,,,,,,,,,,,20000,,8818017.98,-8803317.98,1,,,,,,17000000,,,,,,,,,,2000000,,,19000000,,,10000000,,,,,,,549601.26,,,,,,,,,,4201888.94,,,,14751490.2,4248509.8,,-14185897.26,27357671.16,,,13171773.9,,
37381,73704c94f959516abbf8344b8ee36ed5,430164,大医股份,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/17,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956456_168587.pdf,,1,46747267.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86476.31,,,,,341897.02,,47175640.95,33162643.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6574697.44,,,,2766919.34,,,,,5892741.44,,48397001.67,-1221360.72,1,,,,,,,,,,,,,,,,,,,,,484624.5,,,,,,,,,,,,,,,,,484624.5,-484624.5,1,1130000,1130000,,,,,,,,,,,,,,,,,1130000,,,,,,,,,,,,,,,,,,,,,,,,,1130000,,-575985.22,24596330.16,,,24020344.94,,
37382,73704c94f959516abbf8344b8ee36ed5,430164,大医股份,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/17,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956456_168587.pdf,,1,24763185.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116203.69,,,,,372147.22,,25251536.73,18830706.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042369,,,,1261320.89,,,,,4284189.73,,29418586.43,-4167049.7,1,,,,,,,,,,,,,,,,,,,,,1537112.2,,,,,,,,,,,,,,,,,1537112.2,-1537112.2,1,11840000,,,,,,,,,,,,,,,,,,11840000,,,,,,,,,,,,,,,,,,,,105722.64,,,,105722.64,11734277.36,,6030115.46,18566214.7,,,24596330.16,,
113367,73704c94f959516abbf8344b8ee36ed5,430164,大医股份,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/17,年度报告,2019/2/28,46,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956456_168587.pdf,,1,6544373.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86476.31,,,,,139375.3,,6770225.05,1945585.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468241.72,,,,679091.55,,,,,1595382.06,,6688301.3,81923.75,1,,,,,,,,,,,,,,,,,,,,,27535.15,,,4000000,,,,,,,,,,,,,,4027535.15,-4027535.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3945611.4,15643612.02,,,11698000.62,,
113368,73704c94f959516abbf8344b8ee36ed5,430164,大医股份,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/17,年度报告,2019/2/28,46,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956456_168587.pdf,,1,7181083.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116203.69,,,,,182317.13,,7479603.9,3513892.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464564.27,,,,197105.36,,,,,2381501.03,,8557063.57,-1077459.67,1,,,,,,,,,,,,,,,,,,,,,202908.33,,,8000000,,,,,,,,,,,,,,8202908.33,-8202908.33,1,11200000,,,,,,,,,,,,,,,,,,11200000,,,,,,,,,,,,,,,,,,,,105722.64,,,,105722.64,11094277.36,,1813909.36,13829702.66,,,15643612.02,,
41057,655069ab3f465130aaac2117b3267f3c,430165,光宝联合,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,62,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488426_855766.pdf,,1,172355514.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122520.35,,,,,2268622.61,,177746657.1,175485944.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10989493.61,,,,5157577.18,,,,,6104783.77,,197737798.8,-19991141.71,1,,,,,,,,,,,,,,,,,,,,,9320147.02,,,4000000,,,,,,,,,,,,820737.63,,14140884.65,-14140884.65,1,,,,,,21270000,,,,,,,,,,,,,21270000,,,8000000,,,,,,,442874.05,,,,,,,,,,,,,,8442874.05,12827125.95,-34100.84,-21339001.25,39007094.17,,,17668092.92,,
41058,655069ab3f465130aaac2117b3267f3c,430165,光宝联合,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,62,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488426_855766.pdf,,1,72518367.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224614.18,,,,,52399258.91,,125142240.6,83064402.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7966057.14,,,,4124413.46,,,,,31867910.91,,127022784.3,-1880543.69,1,,280645724.3,,,,,,,,,,,,,280645724.3,,,,,,32422077.94,,,220000000,,,,,87195.47,,,,,,,,,252509273.4,28136450.93,1,,,,,,8000000,,,,,,,,,,,,,8000000,,,25500000,,,,,,,421386.37,,,,,,,,,,6810574.42,,,,32731960.79,-24731960.79,-20.01,1523926.44,37483167.73,,,39007094.17,,
145767,1221dcf9354c5e8bab7faaa5dafd7541,430165,光宝联合,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/9/4,年度报告,2019/2/28,63,http://www.neeq.com.cn/disclosure/2018/2018-09-04/1536056245_343649.pdf,,1,90608351.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767611.19,,,,,8985476.63,,100361439.5,97877809.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520577.44,,,,1657796.85,,,,,10977991.28,,116034175.3,-15672735.77,1,,,,,,,,686000,,,,,,,686000,,,,,,906902.3,,,,,,,,7888200,,,,,,,,,8795102.3,-8109102.3,1,,,,,,16340000,,,,,,,,,,,,,16340000,,,5000000,,,,,,,338811.05,,,,,,,,,,,,,,5338811.05,11001188.95,,-12780649.12,21192061.32,,,8411412.2,,
145768,1221dcf9354c5e8bab7faaa5dafd7541,430165,光宝联合,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/9/4,年度报告,2019/2/28,63,http://www.neeq.com.cn/disclosure/2018/2018-09-04/1536056245_343649.pdf,,1,21428396.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36667.22,,,,,16687958.13,,38153022.22,17138870.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3947938.92,,,,1198408.62,,,,,30063065.45,,52348283.26,-14195261.04,1,,280645724.3,,,,,,,,,,,,,280645724.3,,,,,,12117356.52,,,231000000,,,,,,,,,,,,,,243117356.5,37528367.82,1,,,,,,5000000,,,,,,,,,,,,,5000000,,,25500000,,,,,,,421346.77,,,,,,,,,,6810574.42,,,,32731921.19,-27731921.19,,-4398814.41,25590875.73,,,21192061.32,,
62919,1221dcf9354c5e8bab7faaa5dafd7541,430165,光宝联合,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/9/4,年度报告,2019/2/27,61,http://www.neeq.com.cn/disclosure/2018/2018-09-04/1536056245_343649.pdf,,1,172355514.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122520.35,,,,,2268622.61,,177746657.1,175485944.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10989493.61,,,,5157577.18,,,,,6104783.77,,197737798.8,-19991141.71,1,,,,,,,,,,,,,,,,,,,,,9320147.02,,,4000000,,,,,,,,,,,,820737.63,,14140884.65,-14140884.65,1,,,,,,21270000,,,,,,,,,,,,,21270000,,,8000000,,,,,,,442874.05,,,,,,,,,,,,,,8442874.05,12827125.95,-34100.84,-21339001.25,39007094.17,,,17668092.92,,
62920,1221dcf9354c5e8bab7faaa5dafd7541,430165,光宝联合,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/9/4,年度报告,2019/2/27,61,http://www.neeq.com.cn/disclosure/2018/2018-09-04/1536056245_343649.pdf,,1,72518367.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224614.18,,,,,52399258.91,,125142240.6,83064402.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7966057.14,,,,4124413.46,,,,,31867910.91,,127022784.3,-1880543.69,1,,280645724.3,,,,,,,,,,,,,280645724.3,,,,,,32422077.94,,,220000000,,,,,87195.47,,,,,,,,,252509273.4,28136450.93,1,,,,,,8000000,,,,,,,,,,,,,8000000,,,25500000,,,,,,,421386.37,,,,,,,,,,6810574.42,,,,32731960.79,-24731960.79,-20.01,1523926.44,37483167.73,,,39007094.17,,
117997,655069ab3f465130aaac2117b3267f3c,430165,光宝联合,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/23,年度报告,2019/2/28,64,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488426_855766.pdf,,1,90608351.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767611.19,,,,,8985476.63,,100361439.5,97877809.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520577.44,,,,1657796.85,,,,,10977991.28,,116034175.3,-15672735.77,1,,,,,,,,686000,,,,,,,686000,,,,,,906902.3,,,,,,,,7888200,,,,,,,,,8795102.3,-8109102.3,1,,,,,,16340000,,,,,,,,,,,,,16340000,,,5000000,,,,,,,338811.05,,,,,,,,,,,,,,5338811.05,11001188.95,,-12780649.12,21192061.32,,,8411412.2,,
117998,655069ab3f465130aaac2117b3267f3c,430165,光宝联合,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/23,年度报告,2019/2/28,64,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488426_855766.pdf,,1,21428396.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36667.22,,,,,16687958.13,,38153022.22,17138870.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3947938.92,,,,1198408.62,,,,,30063065.45,,52348283.26,-14195261.04,1,,280645724.3,,,,,,,,,,,,,280645724.3,,,,,,12117356.52,,,231000000,,,,,,,,,,,,,,243117356.5,37528367.82,1,,,,,,5000000,,,,,,,,,,,,,5000000,,,25500000,,,,,,,421346.77,,,,,,,,,,6810574.42,,,,32731921.19,-27731921.19,,-4398814.41,25590875.73,,,21192061.32,,
35737,798dbe20f0565077b83d28b334251080,430166,一正启源,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/17,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523960064_522047.pdf,,1,10818482.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502650.59,,11321132.84,167452.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225006.91,,,,497331.8,,,,,1999971.72,,7889763.28,3431369.56,1,,,,,,,,,,,,,,,,,,,,,620019.99,,,,,,,,,,,,,,,,,620019.99,-620019.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811349.57,394574.66,,,3205924.23,,
35738,798dbe20f0565077b83d28b334251080,430166,一正启源,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/17,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523960064_522047.pdf,,1,5132797.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66714.76,,,,,10323.15,,5209835.59,3660652.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067688.71,,,,97355.55,,,,,3225343.27,,9051039.56,-3841203.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8926622.16,,,,,,,,,,,,,,,,,,8926622.16,,,5000000,,,,,,,47522.22,,,,,,,,,,,,,,5047522.22,3879099.94,,37895.97,356678.69,,,394574.66,,
111309,798dbe20f0565077b83d28b334251080,430166,一正启源,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/17,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523960064_522047.pdf,,1,10818482.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502650.59,,11321132.84,167452.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225006.91,,,,497331.8,,,,,1995641.74,,7885433.3,3435699.54,1,,,,,,,,,,,,,,,,,,,,,620019.99,,,,,,,,,,,,,,,,,620019.99,-620019.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2815679.55,390244.68,,,3205924.23,,
111310,798dbe20f0565077b83d28b334251080,430166,一正启源,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/17,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523960064_522047.pdf,,1,5132797.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77024.42,,5209822.1,3660652.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067688.71,,,,97355.55,,,,,3224929.27,,9050625.56,-3840803.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8926622.16,,,,,,,,,,,,,,,,,,8926622.16,,,5000000,,,,,,,47522.22,,,,,,,,,,,,,,5047522.22,3879099.94,,38296.48,351948.2,,,390244.68,,
33357,82e8fb5d7a3551ac8e643e55b236ae05,430167,四利通,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524647785_116653.pdf,,1,11365173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847349.49,,12212522.49,1788377.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884075.73,,,,677018.01,,,,,1167509.21,,6516980.63,5695541.86,1,,,,,,,7846.15,,,,,,,,7846.15,,,,,,4852155.67,,,,,,,,,,,,,,,,,4852155.67,-4844309.52,1,,,,,,,,,,,,,,,,,,,,,,762712.08,,,,,,,107400.12,,,,,,,,,,,,,,870112.2,-870112.2,,-18879.86,1038310.32,,,1019430.46,,
33358,82e8fb5d7a3551ac8e643e55b236ae05,430167,四利通,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524647785_116653.pdf,,1,14022812.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56970.08,,,,,350985.36,,14430768.41,2560825.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743233.72,,,,492830.28,,,,,1432847.84,,11229737.23,3201031.18,1,,,,,,,,,,,,,,,,,,,,,41200,,,,,,,,,,,,,,,,,41200,-41200,1,,,,,,,,,,,,,,,,,,,,,,2320253.17,,,,,,,151050.98,,,,,,,,,,1520000,,,,3991304.15,-3991304.15,,-831472.97,1869783.29,,,1038310.32,,
108193,82e8fb5d7a3551ac8e643e55b236ae05,430167,四利通,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/25,年度报告,2019/2/28,40,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524647785_116653.pdf,,1,10763780.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845210.03,,11608990.68,1491297.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884075.73,,,,610645.36,,,,,1164165.61,,6150184.02,5458806.66,1,,,,,,,7846.15,,,,2350000,,,,2357846.15,,,,,,4852155.67,,,,,,,,,,,,,,,2350000,,7202155.67,-4844309.52,1,,,,,,,,,,,,,,,,1650000,,,1650000,,,762712.08,,,,,,,107400.12,,,,,,,,,,1650000,,,,2520112.2,-870112.2,,-255615.06,455787.17,,,200172.11,,
108194,82e8fb5d7a3551ac8e643e55b236ae05,430167,四利通,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/25,年度报告,2019/2/28,40,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524647785_116653.pdf,,1,13971752.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56970.08,,,,,850308.99,,14879032.04,2554939.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743233.72,,,,482441.92,,,,,1928993.14,,11709608.17,3169423.87,1,,,,,,,,,,,,,,,,,,,,,41200,,,,,,,,,,,,,,,,,41200,-41200,1,,,,,,,,,,,,,,,,,,,,,,2320253.17,,,,,,,151050.98,,,,,,,,,,1520000,,,,3991304.15,-3991304.15,,-863080.28,1318867.45,,,455787.17,,
73273,eb3c5f0071cf5fd0a2ca4a50f0aba7fd,430168,博维仕,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/18,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-04-18/1524048667_045845.pdf,,1,56742931.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754150.42,,,,,4454252.66,,62951334.45,36159191.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8940327.97,,,,3662250.56,,,,,21703601.62,,70465371.89,-7514037.44,1,,,,,,,,,,,,,,,,,,,,,233576.15,,,,,,,,1200000,,,,,,,,,1433576.15,-1433576.15,1,,,,,,20000000,,,,,,,,,,,,,20000000,,,15000000,,,,,,,1629562.67,,,,,,,,,,514868.67,,,,17144431.34,2855568.66,32670.96,-6059373.97,21836533.52,,,15777159.55,,
73274,eb3c5f0071cf5fd0a2ca4a50f0aba7fd,430168,博维仕,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/18,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-04-18/1524048667_045845.pdf,,1,89434827.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295335.49,,,,,6818494.1,,98548657.1,78179872.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7806301.64,,,,5665876.31,,,,,17607931.32,,109259981.8,-10711324.7,1,,,,,,,,,,,,,,,,,,,,,186868.76,,,,,,,,300000,,,,,,,,,486868.76,-486868.76,1,11700000,,,,,15000000,,,,,,,,,,,,,26700000,,,11000000,,,,,,,2382364.23,,,,,,,,,,871670.88,,,,14254035.11,12445964.89,,1247771.43,20588762.09,,,21836533.52,,
